,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,TotalSF
2037,11050,7,1996,1997,0.0,910.0,1820,2,1,3,8,1,3.0,816.0,318,32,5.270767316087069,1820
2038,10260,5,1976,1976,0.0,0.0,1872,2,2,4,8,0,2.0,484.0,0,0,5.302047223989434,1872
2039,9990,4,1991,1991,1383.0,1680.0,1689,2,0,3,6,1,2.0,432.0,428,120,5.260648472890631,1689
2040,11563,8,2006,2007,1036.0,1518.0,1537,2,0,3,8,0,3.0,788.0,0,26,5.260126267886054,1537
2041,12852,8,2007,2007,770.0,920.0,1780,2,1,3,6,1,2.0,612.0,0,192,5.258266034540347,1780
2042,9802,5,2006,2007,0.0,352.0,1442,2,1,3,6,0,2.0,400.0,100,0,5.251776880581909,1442
2043,12018,7,2008,2008,0.0,796.0,1612,2,1,3,6,0,3.0,666.0,0,64,5.277719206364425,1612
2044,12890,6,1989,1989,0.0,1495.0,1495,2,0,3,8,1,2.0,438.0,252,0,5.274040019352107,1495
2045,11202,8,2003,2003,1029.0,1432.0,1440,2,0,3,7,1,2.0,467.0,185,95,5.263688133470395,1440
2046,7915,6,1999,2000,1223.0,1666.0,1675,2,0,3,6,0,2.0,435.0,165,52,5.264068963884289,1675
2047,11449,8,2007,2007,1011.0,1884.0,1728,2,0,3,7,1,2.0,520.0,0,276,5.2515992903464985,1728
2048,11447,8,2005,2006,1571.0,1964.0,1964,2,1,3,7,1,3.0,892.0,0,265,5.264827264091306,1964
2049,8940,7,1997,1998,1309.0,1344.0,1344,2,0,2,8,0,4.0,784.0,0,0,5.233805530727162,1344
2050,9278,5,2007,2008,0.0,1092.0,1092,1,0,2,5,0,0.0,0.0,0,52,5.209622234511551,1092
2051,14137,4,1964,1964,865.0,1200.0,1200,1,0,3,6,0,3.0,850.0,0,119,5.2896402265849165,1200
2052,6490,5,1983,1983,534.0,816.0,816,1,0,2,4,0,1.0,264.0,315,0,5.200749296780452,816
2053,6600,5,1982,2005,638.0,845.0,845,1,0,3,6,0,1.0,264.0,0,0,5.24445030913543,845
2054,12395,5,1984,1984,647.0,864.0,889,1,0,3,6,0,2.0,484.0,0,0,5.264014579980978,889
2055,10667,6,1971,1971,838.0,1587.0,1587,2,0,3,7,1,2.0,525.0,0,44,5.255397949834712,1587
2056,8872,6,1997,1997,0.0,384.0,1384,2,1,3,7,1,2.0,390.0,0,0,5.246793918775155,1384
2057,10147,6,1994,1994,186.0,392.0,1694,2,1,3,7,1,2.0,398.0,256,64,5.252923385839431,1694
2058,8637,6,1999,2000,871.0,923.0,1714,2,1,3,7,1,2.0,451.0,256,48,5.248370574435373,1714
2059,7875,7,1996,1996,414.0,691.0,1553,2,1,3,6,0,2.0,420.0,0,44,5.255470305316211,1553
2060,7500,6,1999,2003,0.0,938.0,2299,3,1,5,7,1,2.0,482.0,188,30,5.313647909537886,2299
2061,9556,7,1992,1993,0.0,1168.0,1187,2,0,3,6,0,2.0,420.0,0,21,5.263375650509443,1187
2062,7655,6,1993,1994,0.0,903.0,1642,2,1,3,7,1,2.0,392.0,290,84,5.251745260237708,1642
2063,5118,8,1990,1990,926.0,1312.0,1321,1,0,1,4,1,2.0,484.0,0,64,5.170566788125993,1321
2064,12328,8,2005,2005,986.0,1149.0,2541,3,1,4,10,1,3.0,729.0,120,32,5.303232787241351,2541
2065,8035,9,2006,2006,797.0,1612.0,1612,2,0,2,6,1,2.0,556.0,0,164,5.20843329396617,1612
2066,14082,8,2006,2006,1558.0,2220.0,2234,1,1,1,7,1,2.0,724.0,390,80,5.198690070092945,2234
2067,13870,10,2006,2007,1152.0,1742.0,2042,2,0,3,8,1,3.0,724.0,240,52,5.288003160031862,2042
2068,10960,6,1984,1984,256.0,1284.0,1284,2,0,3,5,0,2.0,480.0,0,0,5.259436185596625,1284
2069,12090,7,1981,2003,321.0,725.0,1479,2,1,3,6,1,2.0,484.0,167,72,5.262102090037791,1479
2070,12299,7,1978,1985,1328.0,1529.0,1664,2,0,3,7,1,2.0,663.0,0,0,5.278511242735661,1664
2071,11339,7,1979,1979,758.0,780.0,1930,2,1,4,9,1,2.0,481.0,192,72,5.289256639204277,1930
2072,11850,6,1984,1984,781.0,1153.0,1177,2,0,3,6,0,2.0,495.0,204,103,5.273938336479018,1177
2073,10400,6,1979,1999,903.0,1259.0,1353,2,0,2,5,1,2.0,478.0,240,141,5.234959957212946,1353
2074,13001,6,1971,1971,492.0,1625.0,1220,2,0,2,6,1,2.0,944.0,0,0,5.2504175624454,1220
2075,8991,7,1976,1976,624.0,1228.0,1324,2,0,3,5,1,2.0,585.0,407,36,5.2446456816218205,1324
2076,8000,6,1974,1974,931.0,1084.0,1877,2,1,4,8,1,2.0,488.0,0,96,5.2942876216589925,1877
2077,9457,5,1970,1990,566.0,925.0,1422,1,0,3,7,0,2.0,576.0,252,0,5.265525335219074,1422
2078,7920,5,1970,2002,81.0,914.0,914,1,0,3,5,0,1.0,368.0,120,0,5.26097721137248,914
2079,10943,6,1997,1998,930.0,1405.0,1337,2,0,2,5,1,2.0,522.0,0,68,5.243172038883285,1337
2080,7150,5,1966,1966,725.0,988.0,988,1,0,3,5,0,1.0,360.0,0,0,5.259999795081887,988
2081,12469,9,2006,2007,1151.0,1790.0,1816,2,0,3,7,1,3.0,730.0,186,36,5.276744348335637,1816
2082,11825,8,2006,2007,0.0,1694.0,1694,2,0,3,7,1,3.0,856.0,0,112,5.26868559618732,1694
2083,14333,8,2007,2007,1518.0,2108.0,2122,2,1,2,7,1,3.0,938.0,130,142,5.262047459261425,2122
2084,13641,9,2007,2007,1304.0,1934.0,2656,2,1,3,8,1,3.0,1040.0,268,58,5.291921358392996,2656
2085,13440,8,2006,2007,0.0,1108.0,2550,2,1,4,11,1,3.0,670.0,120,39,5.298385794865895,2550
2086,13891,9,2007,2007,1812.0,2552.0,2552,2,0,3,8,2,3.0,932.0,130,28,5.288097128783304,2552
2087,13654,9,2005,2006,0.0,1704.0,2758,2,1,4,9,1,3.0,814.0,282,55,5.304096123092541,2758
2088,9709,8,2007,2007,778.0,918.0,2100,2,1,3,8,2,3.0,786.0,172,104,5.26669256646889,2100
2089,13615,9,2006,2006,0.0,1802.0,1802,2,1,3,7,1,3.0,843.0,158,105,5.276849968048801,1802
2090,13069,8,2004,2004,0.0,1706.0,2956,2,1,5,11,1,3.0,916.0,194,50,5.336171442767201,2956
2091,14277,8,2003,2003,938.0,1317.0,2385,2,1,3,7,1,3.0,818.0,192,228,5.2670472910771355,2385
2092,12568,8,2007,2007,669.0,895.0,1818,2,1,3,8,1,3.0,774.0,196,104,5.277191907830861,1818
2093,9926,7,2005,2006,1178.0,1614.0,1614,2,0,3,7,0,3.0,878.0,100,38,5.257208034318057,1614
2094,9254,8,2005,2005,119.0,1721.0,1721,2,0,3,7,0,2.0,554.0,168,27,5.243191885767494,1721
2095,10732,8,2006,2007,0.0,1298.0,1828,2,1,3,7,0,3.0,876.0,0,40,5.25303495983066,1828
2096,6289,6,2005,2006,762.0,1362.0,1362,2,0,2,6,1,2.0,460.0,192,28,5.208105293215187,1362
2097,7841,9,2005,2005,848.0,1577.0,1577,2,0,2,6,1,2.0,564.0,203,39,5.2133184936379555,1577
2098,6240,8,2006,2006,24.0,1324.0,1324,2,0,2,6,1,2.0,550.0,0,38,5.216675140602792,1324
2099,10237,6,2005,2006,0.0,768.0,1536,2,1,3,6,1,2.0,400.0,100,38,5.261312839529136,1536
2100,13204,7,2006,2007,0.0,608.0,1458,2,0,3,6,0,2.0,454.0,100,33,5.272433422865061,1458
2101,8857,6,2006,2006,0.0,738.0,1495,2,1,3,7,1,2.0,440.0,100,30,5.246720103107109,1495
2102,9729,6,2006,2007,0.0,698.0,1746,2,1,3,6,1,3.0,350.0,0,34,5.258926875413711,1746
2103,12216,6,2005,2005,918.0,1326.0,1326,2,0,3,6,0,2.0,388.0,120,23,5.270480855202127,1326
2104,8229,6,2007,2007,0.0,752.0,1504,2,1,3,6,0,2.0,440.0,100,32,5.267636292315387,1504
2105,7713,7,2007,2007,0.0,728.0,1456,2,1,3,7,0,2.0,400.0,100,24,5.252022467938773,1456
2106,7697,7,2007,2007,0.0,1246.0,1258,2,0,3,6,0,2.0,462.0,0,0,5.254625407026497,1258
2107,11084,7,2004,2004,192.0,384.0,1374,2,1,3,8,1,2.0,400.0,100,0,5.265261332139077,1374
2108,10936,7,2006,2006,0.0,1510.0,1525,2,1,3,6,1,2.0,534.0,100,18,5.2593238539440055,1525
2109,11950,7,2003,2003,0.0,384.0,1394,2,1,3,7,1,2.0,400.0,100,0,5.279466173307906,1394
2110,7875,7,2003,2003,0.0,847.0,1948,2,1,4,8,1,2.0,434.0,0,48,5.283873125447618,1948
2111,8740,7,2002,2002,574.0,854.0,1995,2,1,4,8,1,2.0,435.0,264,48,5.2877009798340895,1995
2112,9487,6,2000,2000,520.0,915.0,1690,2,1,3,7,1,2.0,442.0,0,50,5.257786535215475,1690
2113,9649,6,1999,2000,0.0,941.0,1644,2,1,3,7,1,2.0,460.0,460,42,5.255896957456708,1644
2114,12191,8,1997,1998,1181.0,1779.0,2551,2,1,4,8,2,3.0,925.0,76,61,5.300251911948508,2551
2115,10557,9,1998,1998,672.0,1408.0,3078,2,1,4,9,1,3.0,806.0,108,87,5.295635262354629,3078
2116,11002,8,1998,1999,1048.0,1389.0,2582,2,1,4,9,1,3.0,758.0,286,60,5.282798785177676,2582
2117,10790,7,1998,1998,0.0,1066.0,2385,2,1,4,8,1,3.0,600.0,120,38,5.291768324171518,2385
2118,11762,8,1992,1993,335.0,1105.0,2202,2,1,4,9,1,2.0,517.0,0,65,5.305594248432126,2202
2119,9044,8,1996,1997,1225.0,1325.0,2538,2,1,4,8,1,3.0,933.0,198,92,5.284078643424049,2538
2120,9910,7,2007,2007,0.0,1369.0,1369,2,0,3,5,0,2.0,605.0,0,203,5.267622221919903,1369
2121,11830,8,2007,2007,1220.0,1542.0,1542,2,0,3,6,1,3.0,852.0,168,110,5.271286190667417,1542
2122,10612,8,2006,2006,28.0,1524.0,1534,2,0,3,7,1,2.0,484.0,168,46,5.249770515030664,1534
2123,12291,10,2007,2007,1572.0,1966.0,1966,2,0,1,6,1,3.0,1092.0,76,52,5.215983697995787,1966
2124,9965,7,2007,2007,0.0,1528.0,1528,3,2,3,6,1,2.0,480.0,0,228,5.267875419318898,1528
2125,8847,8,2005,2005,769.0,1538.0,1538,2,0,3,7,0,2.0,484.0,146,40,5.270480855202127,1538
2126,8251,7,2005,2006,778.0,1494.0,1506,2,0,3,7,1,2.0,672.0,192,35,5.2465035047416055,1506
2127,9605,7,2006,2006,0.0,982.0,1977,2,1,3,7,0,3.0,574.0,240,53,5.260981973869471,1977
2128,8778,8,2006,2006,0.0,1302.0,1830,2,1,3,7,0,3.0,859.0,0,40,5.2463385221589025,1830
2129,8640,8,2007,2007,24.0,1338.0,1338,2,0,3,6,0,2.0,598.0,0,141,5.266941608748498,1338
2130,9000,7,2006,2007,0.0,1335.0,1335,2,0,3,6,0,2.0,575.0,0,210,5.255479951803005,1335
2131,8640,8,2007,2007,350.0,896.0,1792,2,1,3,8,0,2.0,590.0,184,96,5.266941608748498,1792
2132,10411,5,2007,2007,0.0,725.0,1588,3,0,3,8,0,2.0,561.0,0,0,5.26474228696588,1588
2133,12217,8,2007,2007,745.0,955.0,1880,2,1,3,8,1,3.0,880.0,168,127,5.28566305696463,1880
2134,10440,8,2007,2007,0.0,1574.0,1584,2,0,2,6,1,2.0,594.0,0,256,5.226700412773958,1584
2135,11824,8,2006,2006,0.0,1685.0,1685,2,0,2,5,1,3.0,658.0,112,63,5.230852372322103,1685
2136,10625,6,2004,2004,0.0,1158.0,2443,2,1,4,9,1,3.0,744.0,193,127,5.2934951434720245,2443
2137,7500,6,2006,2007,0.0,1100.0,1100,1,1,3,6,0,0.0,0.0,0,136,5.248301929880997,1100
2138,7500,7,2006,2006,0.0,1143.0,1143,1,1,3,5,0,0.0,0.0,0,55,5.259005821735778,1143
2139,12450,5,2003,2004,729.0,1094.0,1094,1,0,3,6,0,2.0,576.0,0,0,5.268977918898921,1094
2140,7441,7,2006,2006,0.0,1461.0,1486,2,0,3,7,0,2.0,566.0,0,32,5.248017429656786,1486
2141,11613,6,1993,1997,480.0,864.0,1820,2,1,3,7,0,2.0,492.0,144,85,5.265110401150558,1820
2142,8012,6,1980,1980,0.0,630.0,1266,1,1,2,5,2,1.0,283.0,340,0,5.220032210689279,1266
2143,6285,5,1977,1977,138.0,894.0,894,1,0,2,5,0,1.0,308.0,192,0,5.19907468840142,894
2144,7476,5,1968,1968,812.0,1040.0,1040,1,1,3,5,0,2.0,686.0,188,0,5.248186680696057,1040
2145,10751,5,1974,1974,787.0,1037.0,1037,1,0,2,5,0,2.0,431.0,136,47,5.23670349090044,1037
2146,12712,6,1973,2006,968.0,1044.0,1055,1,0,2,5,1,2.0,542.0,455,0,5.226834386690478,1055
2147,5330,8,2006,2007,0.0,1550.0,1550,2,1,2,5,0,2.0,528.0,0,102,5.205996958732312,1550
2148,7321,7,1999,2000,0.0,1339.0,1358,2,0,3,5,0,2.0,625.0,176,174,5.263425378749714,1358
2149,8010,8,2003,2004,964.0,1054.0,2048,2,1,3,8,2,2.0,552.0,0,48,5.25611133049813,2048
2150,8413,8,1998,1998,901.0,1220.0,2362,2,1,3,8,2,2.0,1105.0,147,0,5.252685589100746,2362
2151,9466,8,1994,1995,457.0,1494.0,1494,1,1,1,5,1,2.0,478.0,0,30,5.185675284092941,1494
2152,12000,7,1980,1980,1732.0,2002.0,2362,2,1,3,8,1,2.0,546.0,180,16,5.261681493426825,2362
2153,11700,6,1968,1968,0.0,912.0,1152,1,1,3,7,0,2.0,412.0,0,126,5.275806421406705,1152
2154,8000,6,1970,1970,915.0,1008.0,2411,2,1,4,8,1,2.0,570.0,0,192,5.281928318980349,2411
2155,8723,6,1969,1969,973.0,973.0,1082,1,0,3,6,0,2.0,480.0,160,0,5.240591677280023,1082
2156,11700,6,1968,1968,910.0,1295.0,1295,1,1,3,6,0,2.0,528.0,0,194,5.2629017626541374,1295
2157,11358,7,1972,1987,346.0,1124.0,1610,2,0,3,8,1,2.0,515.0,202,0,5.26392471339143,1610
2158,9547,7,1993,1993,0.0,1594.0,1594,2,0,2,6,1,2.0,472.0,190,80,5.227866145808401,1594
2159,10530,7,1993,1993,819.0,1148.0,2075,2,1,3,8,1,2.0,473.0,235,86,5.267891825168618,2075
2160,10738,6,1966,1966,792.0,1093.0,1093,2,0,3,6,1,2.0,484.0,224,0,5.276533031818433,1093
2161,10800,6,1963,1963,617.0,1052.0,1052,1,0,3,6,0,1.0,311.0,0,133,5.2533598164432265,1052
2162,8050,5,1967,1993,474.0,949.0,1107,1,0,3,5,0,1.0,308.0,88,64,5.24279477565362,1107
2163,10899,4,1964,1964,0.0,0.0,1224,2,0,2,8,0,3.0,530.0,0,0,5.2261821630791365,1224
2164,7450,5,1956,1956,438.0,894.0,1074,1,0,2,6,1,2.0,396.0,0,72,5.19930255138457,1074
2165,14357,5,1961,1961,311.0,864.0,1187,1,0,2,6,1,2.0,440.0,128,0,5.254216852647202,1187
2166,8243,5,1961,1961,700.0,964.0,964,1,0,3,5,1,2.0,784.0,170,0,5.240990806053037,964
2167,8680,5,1960,1960,0.0,894.0,894,1,0,3,5,0,1.0,312.0,0,0,5.240379490829158,894
2168,8800,7,1966,1966,654.0,1174.0,1200,2,0,3,6,1,2.0,440.0,0,0,5.265082095749757,1200
2169,9200,6,1965,1965,494.0,1042.0,1042,2,0,3,5,0,2.0,440.0,192,0,5.253761914078067,1042
2170,8800,6,1964,1997,414.0,845.0,2154,2,1,5,8,1,2.0,539.0,0,0,5.316701945195435,2154
2171,11382,6,1964,1964,54.0,1130.0,1374,1,0,3,7,1,1.0,286.0,0,28,5.271804446060571,1374
2172,12172,5,1940,1996,130.0,822.0,908,1,0,2,4,0,2.0,512.0,284,24,5.249132290670354,908
2173,5000,3,1946,1950,299.0,666.0,666,1,0,2,4,0,0.0,0.0,0,52,5.195146591613412,666
2174,5175,5,1958,2000,150.0,808.0,808,1,0,2,5,0,1.0,308.0,143,0,5.20517187187372,808
2175,9600,5,1955,1955,368.0,1078.0,1150,1,0,2,6,0,1.0,288.0,0,0,5.236564970809467,1150
2176,8668,5,1968,1968,0.0,1560.0,1560,2,0,4,8,0,3.0,792.0,0,0,5.28240457133853,1560
2177,10050,5,1966,1966,602.0,793.0,1280,2,0,3,6,1,2.0,432.0,140,40,5.260436328324114,1280
2178,9600,6,1961,1961,600.0,1218.0,1254,1,0,3,6,1,2.0,525.0,0,0,5.255663194353216,1254
2179,8760,6,1957,1999,873.0,936.0,936,1,0,2,4,0,1.0,315.0,0,0,5.229561543744921,936
2180,6860,5,1956,1956,908.0,1008.0,1008,1,0,3,6,0,1.0,308.0,0,0,5.261272387471345,1008
2181,8250,5,1963,1963,288.0,1053.0,1053,1,0,3,6,0,2.0,692.0,240,0,5.254584327222254,1053
2182,9100,5,1960,1960,0.0,1144.0,1144,1,0,3,6,1,1.0,336.0,0,0,5.255954776338175,1144
2183,9736,6,1957,1969,668.0,1331.0,1721,1,0,4,8,3,2.0,464.0,0,0,5.284658537686514,1721
2184,9770,5,1957,1957,512.0,922.0,922,1,0,2,5,0,1.0,308.0,0,34,5.220411464944205,922
2185,12198,5,1955,1975,780.0,1204.0,1411,1,0,3,7,1,1.0,310.0,278,82,5.270399307397509,1411
2186,10050,5,1955,1955,288.0,1216.0,1216,1,0,3,5,0,1.0,336.0,0,0,5.265671410801216,1216
2187,11556,5,1953,2006,408.0,864.0,1154,1,1,3,6,0,1.0,336.0,63,0,5.270028654464134,1154
2188,8078,5,1958,1958,0.0,1560.0,1560,2,0,4,8,0,2.0,484.0,0,0,5.29705324978246,1560
2189,10950,6,1952,1952,441.0,948.0,948,1,0,2,5,0,2.0,410.0,0,48,5.226440076050765,948
2190,7942,6,1953,1953,85.0,1040.0,1040,1,0,3,6,0,1.0,293.0,0,0,5.250429761625798,1040
2191,8540,5,1956,2003,114.0,925.0,925,1,0,3,5,0,1.0,252.0,152,0,5.253291956036865,925
2192,7150,4,1955,1955,150.0,1190.0,1540,1,0,4,7,0,1.0,352.0,0,0,5.283145126072744,1540
2193,8400,5,1955,1955,793.0,923.0,925,1,0,3,5,2,1.0,390.0,81,0,5.244502252170851,925
2194,9532,4,1953,1953,595.0,1105.0,1647,1,0,3,6,1,1.0,280.0,225,0,5.247270957440517,1647
2195,14190,4,1890,2006,0.0,925.0,1544,2,0,3,7,0,0.0,0.0,231,0,5.27436801541296,1544
2196,12099,5,1953,2004,198.0,1216.0,1728,1,0,3,7,1,1.0,371.0,200,0,5.269944689106985,1216
2197,10284,4,1925,1993,1030.0,1151.0,1281,2,0,1,6,0,2.0,580.0,0,0,5.1994013463610695,1281
2198,10800,5,1895,1999,0.0,736.0,1534,1,1,3,6,0,0.0,0.0,0,112,5.2665468340080315,1534
2199,10090,7,1963,1999,242.0,725.0,1651,2,0,4,6,2,1.0,276.0,460,46,5.300871449241604,1651
2200,8700,5,1961,1961,192.0,920.0,888,1,0,3,5,0,1.0,240.0,0,0,5.243226615632576,888
2201,8300,6,1968,1968,952.0,952.0,952,1,0,3,5,0,1.0,288.0,0,0,5.257481778091321,952
2202,7200,5,1950,1950,432.0,864.0,1238,1,1,3,6,1,1.0,357.0,0,171,5.260233621551952,1238
2203,7500,5,1959,2003,574.0,1040.0,1040,1,0,3,6,0,1.0,286.0,0,0,5.251002736915424,1040
2204,7315,5,1958,1958,625.0,1170.0,1170,1,0,3,6,1,1.0,338.0,0,0,5.239186823296625,1170
2205,7903,5,1960,1960,739.0,1242.0,1242,1,1,3,6,0,1.0,324.0,0,0,5.247536298483606,1242
2206,8000,5,1960,1960,1098.0,1377.0,1377,1,0,3,6,2,1.0,351.0,0,0,5.263974378805395,1377
2207,7000,5,1961,1961,0.0,0.0,925,1,0,3,7,0,1.0,300.0,0,0,5.248598494584486,925
2208,6600,5,1962,1962,110.0,864.0,864,1,0,2,5,0,1.0,294.0,58,0,5.2271562703912196,864
2209,6760,5,1962,1962,734.0,896.0,936,1,0,3,6,1,1.0,288.0,24,90,5.255506478536928,936
2210,6978,5,1926,1980,0.0,850.0,960,1,0,2,5,0,2.0,576.0,0,0,5.205802325425202,960
2211,6000,6,1927,1950,276.0,845.0,1296,1,0,3,6,0,2.0,576.0,0,0,5.243749708235161,1296
2212,7200,5,1940,1950,0.0,808.0,1072,1,0,2,5,2,2.0,379.0,0,0,5.2099517701656755,1072
2213,9000,5,1900,2006,130.0,680.0,1174,1,0,2,6,1,2.0,576.0,116,26,5.222222082360713,1174
2214,5925,4,1900,1950,122.0,570.0,1141,1,0,3,6,0,1.0,252.0,0,0,5.237870341476738,1141
2215,9639,4,1900,1950,0.0,1075.0,1798,2,1,4,7,0,2.0,342.0,0,0,5.2867146342890114,1798
2216,10337,8,1910,1999,0.0,725.0,1772,2,1,3,7,0,2.0,816.0,0,0,5.259146932435031,1772
2217,9863,6,1927,1950,196.0,728.0,1642,1,1,4,9,1,1.0,374.0,0,0,5.282726312928466,1642
2218,8398,6,1910,1990,259.0,926.0,1650,2,0,3,6,0,2.0,468.0,128,103,5.2658221469809225,1650
2219,13500,7,1879,1987,0.0,819.0,2454,2,0,3,8,1,2.0,576.0,0,148,5.26605050681231,2454
2220,8626,4,1956,1956,0.0,0.0,968,1,0,2,5,0,1.0,331.0,0,0,5.217402341827145,968
2221,11800,4,1949,2002,0.0,0.0,1382,2,0,1,6,1,1.0,384.0,0,40,5.198492133677044,1382
2222,6854,5,1925,1994,317.0,756.0,1060,1,0,1,6,1,1.0,308.0,0,65,5.180472827901601,1060
2223,8674,5,1950,1950,910.0,910.0,1435,1,0,3,6,0,1.0,308.0,0,33,5.245833335097326,1435
2224,6125,5,1939,1998,306.0,728.0,1274,2,0,3,6,0,1.0,224.0,0,0,5.233283005530542,1274
2225,6000,6,1939,1950,276.0,600.0,1232,1,1,3,6,2,1.0,217.0,0,0,5.22984304134481,1232
2226,6120,5,1939,1950,0.0,884.0,884,1,0,2,5,0,1.0,240.0,0,0,5.2101766752998895,884
2227,6240,6,1938,1950,52.0,861.0,1409,1,1,3,6,1,2.0,528.0,225,0,5.233858762564828,1409
2228,6240,5,1939,1952,48.0,672.0,1322,1,0,4,7,0,1.0,280.0,0,0,5.276542221631469,1322
2229,6240,5,1930,1992,0.0,966.0,1426,1,0,3,6,1,1.0,230.0,174,0,5.2449175729536615,1426
2230,6120,5,1926,1950,351.0,756.0,1281,1,0,2,6,0,2.0,379.0,25,0,5.213124456127933,1281
2231,7755,6,1918,1995,0.0,1100.0,2264,2,1,4,8,0,1.0,408.0,0,152,5.278312224979127,2264
2232,8850,6,1920,1950,0.0,768.0,1376,1,0,3,7,0,2.0,576.0,0,54,5.243957778418518,1376
2233,8550,5,1926,1950,0.0,750.0,1316,1,0,4,7,0,2.0,576.0,0,0,5.294236893407935,1316
2234,5700,7,1929,1990,336.0,672.0,1344,1,1,3,6,1,2.0,456.0,0,0,5.247742562828897,1344
2235,5680,5,1901,1950,0.0,592.0,1173,2,0,3,7,0,1.0,240.0,0,25,5.247646809422827,1173
2236,5680,5,1901,1950,0.0,969.0,1214,1,0,2,6,0,1.0,216.0,0,0,5.21375940717239,1214
2237,13200,6,1963,1963,375.0,741.0,2294,3,0,5,9,1,2.0,658.0,0,110,5.327755238827765,2294
2238,9780,7,1950,2005,354.0,976.0,1952,1,1,4,8,2,1.0,299.0,285,0,5.2848524151291745,1952
2239,10320,6,1915,1950,375.0,1138.0,2180,1,1,3,7,1,2.0,720.0,0,0,5.259065620002885,2180
2240,10320,4,1910,1950,0.0,771.0,1484,2,0,3,6,0,1.0,264.0,14,211,5.26951060929507,1370
2241,12888,7,1937,1980,288.0,1005.0,2267,1,1,3,7,2,2.0,498.0,521,0,5.268409462888161,2267
2242,11235,5,1963,1963,925.0,925.0,999,1,0,3,6,0,1.0,308.0,40,176,5.258086284327979,999
2243,11235,5,1964,1980,785.0,1420.0,1452,1,0,2,6,1,2.0,572.0,92,0,5.247317649562189,1452
2244,14299,4,1964,1964,513.0,1005.0,1005,1,0,3,5,0,2.0,440.0,0,0,5.28244083582987,1005
2245,14149,5,1964,2001,68.0,980.0,1020,2,0,3,5,1,2.0,528.0,0,0,5.276725977067517,1020
2246,11677,5,1966,1966,249.0,1040.0,1040,1,0,3,6,0,1.0,264.0,0,90,5.257522584751472,1040
2247,8425,5,1971,1990,748.0,768.0,868,1,0,2,6,0,2.0,576.0,138,0,5.216361224871203,868
2248,8665,5,1968,1968,168.0,876.0,897,1,0,3,5,0,1.0,264.0,0,0,5.240307074079812,897
2249,8398,5,1967,1967,114.0,943.0,943,1,0,2,5,0,2.0,528.0,132,0,5.21912851342833,943
2250,8169,5,1966,1966,216.0,912.0,912,1,0,3,6,0,1.0,315.0,204,0,5.254199921984253,912
2251,14175,5,1956,1998,386.0,1240.0,1375,1,0,3,6,1,1.0,323.0,0,0,5.294245716138118,1375
2252,6960,7,1940,1998,258.0,680.0,1302,1,1,2,6,2,1.0,224.0,0,0,5.214578953570499,1302
2253,11375,6,1954,1995,736.0,967.0,1299,1,0,3,6,1,2.0,494.0,81,0,5.276875221131548,1299
2254,13770,5,1958,1998,190.0,1158.0,1176,1,0,3,6,2,1.0,303.0,0,0,5.287562130294542,1176
2255,9000,4,1945,1950,0.0,0.0,998,1,0,3,5,0,2.0,460.0,0,0,5.252806930236201,998
2256,11075,6,1984,1984,299.0,1190.0,1522,2,0,3,7,1,2.0,552.0,0,77,5.25466889905492,1522
2257,12671,6,1954,1994,353.0,1288.0,2422,3,0,4,6,2,2.0,527.0,0,63,5.304688672507468,2422
2258,10512,6,1954,1954,491.0,988.0,1626,1,1,3,6,0,1.0,332.0,366,0,5.259968767824953,1626
2259,5400,5,1958,1958,453.0,864.0,864,1,0,3,6,0,1.0,399.0,0,0,5.235265770822367,864
2260,11515,4,1958,1994,0.0,0.0,943,1,0,3,5,0,1.0,308.0,0,0,5.272412548953707,943
2261,9280,5,1951,1951,557.0,1342.0,1342,1,0,4,7,0,1.0,256.0,0,0,5.2826289092956475,1342
2262,11100,5,1951,1994,1080.0,1080.0,1480,1,0,4,7,1,1.0,253.0,0,0,5.297979244159363,1480
2263,7550,4,1920,1950,0.0,951.0,1362,2,0,4,7,0,1.0,280.0,0,0,5.272291924484077,1362
2264,9317,7,1994,2001,497.0,779.0,1958,2,1,3,7,1,2.0,499.0,202,93,5.259629710285821,1958
2265,9178,8,2007,2007,0.0,1643.0,1651,2,0,3,7,1,3.0,870.0,204,64,5.264229711257186,1651
2266,10481,8,2006,2007,0.0,2140.0,2140,2,1,3,8,0,3.0,894.0,136,32,5.2624534629178354,2140
2267,10235,8,2007,2007,0.0,1643.0,1651,2,0,3,7,1,3.0,870.0,192,64,5.269118163941417,1651
2268,11750,7,2005,2006,20.0,1546.0,1546,2,0,3,7,0,3.0,796.0,144,42,5.268339231505532,1546
2269,8760,8,2006,2006,36.0,1489.0,1500,2,0,3,7,1,2.0,674.0,144,38,5.2543401847020155,1500
2270,7242,7,2005,2006,0.0,1270.0,1270,2,0,2,6,0,2.0,524.0,0,96,5.216047082071632,1270
2271,9316,7,2005,2006,0.0,879.0,1795,2,1,3,7,0,2.0,578.0,164,111,5.267472109330151,1795
2272,8883,7,1988,1988,608.0,929.0,1873,2,1,3,7,1,2.0,619.0,108,48,5.252248480085801,1873
2273,14217,5,1994,1994,550.0,1022.0,1022,1,0,3,6,0,2.0,747.0,0,0,5.28457284333104,1022
